qViagens = 40;
qPontosCarga = 2;
M = 1440;
dp = [
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25],
[25, 25]
];
hs = [518.8, 728.8, 1173.3, 1001.9, 1115.1, 1098.2, 798.6, 1027.4, 401.1, 1180.6, 1060.2, 443.8, 401.2, 1097.9, 820.9, 401.2, 658.4, 991.4, 390.1, 493.1, 747.3, 540.3, 783.8, 717.2, 370.9, 637.4, 388.8, 873.2, 653, 1062.4, 585.5, 896.5, 1102.1, 600.8, 565.3, 1037.1, 1091, 856.8, 816.7, 849.7];
